SendInstitution,SendInstitutionCity,SendInstitutionState,SendInstitutionCountry,SendInstitutionOPEID,SendEditionLowYear,SendEditionHighYear,SendCourse1CourseCode,SendCourse1CourseTitle,SendCourse1Units,SendCourse2CourseCode,SendCourse2CourseTitle,SendCourse2Units,SendCourse3CourseCode,SendCourse3CourseTitle,SendCourse3Units,SendCourse4CourseCode,SendCourse4CourseTitle,SendCourse4Units,SendCourse5CourseCode,SendCourse5CourseTitle,SendCourse5Units,SendCourse6CourseCode,SendCourse6CourseTitle,SendCourse6Units,SendCourse7CourseCode,SendCourse7CourseTitle,SendCourse7Units,SendCourse8CourseCode,SendCourse8CourseTitle,SendCourse8Units,SendCourse9CourseCode,SendCourse9CourseTitle,SendCourse9Units,SendCourse10CourseCode,SendCourse10CourseTitle,SendCourse10Units,ReceiveInstitution,ReceiveEditionLowYear,ReceiveEditionHighYear,ReceiveCourse1CourseCode,ReceiveCourse1CourseTitle,ReceiveCourse1Units,ReceiveCourse2CourseCode,ReceiveCourse2CourseTitle,ReceiveCourse2Units,ReceiveCourse3CourseCode,ReceiveCourse3CourseTitle,ReceiveCourse3Units,ReceiveCourse4CourseCode,ReceiveCourse4CourseTitle,ReceiveCourse4Units,ReceiveCourse5CourseCode,ReceiveCourse5CourseTitle,ReceiveCourse5Units,ReceiveCourse6CourseCode,ReceiveCourse6CourseTitle,ReceiveCourse6Units,ReceiveCourse7CourseCode,ReceiveCourse7CourseTitle,ReceiveCourse7Units,ReceiveCourse8CourseCode,ReceiveCourse8CourseTitle,ReceiveCourse8Units,ReceiveCourse9CourseCode,ReceiveCourse9CourseTitle,ReceiveCourse9Units,ReceiveCourse10CourseCode,ReceiveCourse10CourseTitle,ReceiveCourse10Units,ActiveDateBegin,ActiveDateEnd,ContactName,EQCreateDateTime,EQLEditDateTime,HideFlag,CommentsPublic,CommentsPrivate
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BAS 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/4/22 11:21,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BAS 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/4/22 13:12,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BAS 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 10:24,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BAS 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 13:10,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BAS 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 12:08,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BAS 267,Introduction to Business Law,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 204,Legal and Ethical Environments of Business,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/22,,Nathan Napier,3/7/22 11:52,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BAS 287,Supervisory Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,AEM 408,Human Resource Development,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/22/22,,On-Campus *Jason Webster,4/22/22 6:44,4/28/22 6:11,No,,BA / BAS / BE / MGT 287 = same course-same equivalency value of AEM 408.
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BBT 200,Introduction to Cellular Technology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,NET X2002,Departmental Elective Credit,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/27/22,,On-Campus *Jason Webster,1/27/22 5:19,1/27/22 5:19,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BTN 110,Nucleic Acid Methods,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BIO X100,BIOLOGY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/29/22,,On-Campus *Jason Webster,4/29/22 11:49,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BTN 115,Biomanufacturing,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/28/22,,On-Campus *Jason Webster,10/28/22 8:16,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BTN 125,Bioinformatics I,2,BTN 126,Bioinformatics II,2,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BIO 533,Bioinformatics: Principles and Applications,3,BIO X5001,Departmental Elective Credit,1,,,,,,,,,,,,,,,,,,,,,,,,,8/26/22,,On-Campus *Jason Webster,8/26/22 10:22,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BTN 160,Introduction to Agricultural Biotechnology,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,AGR X100,AGRICULTURE ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/29/22,,On-Campus *Jason Webster,4/29/22 11:49,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BTN 210,Cell Culture and Function,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BIO X200,BIOLOGY ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/11/22,,On-Campus *Jason Webster,8/11/22 12:48,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,BTN 295,Independent Investigation in Biotechnology,3-Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/28/22,,On-Campus *Jason Webster,10/28/22 8:17,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CHE 145,Introductory General Chemistry Laboratory,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,CHE 105L,Health Science Chemistry Lab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/9/22,,On-Campus *Jason Webster,6/9/22 9:27,11/7/22 5:28,No,EKU Science Lab,GESL  //    For consistency:    CHE 140 (lecture) = CHE 101 or CHE 105  CHE 145 (lab) = CHE 101L or CHE 105L
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CIT 167,Switching & Routing Essentials,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,NET 343,Network Switches & Routers,3,NET X3001,Departmental Elective Credit,1,,,,,,,,,,,,,,,,,,,,,,,,,6/24/22,,On-Campus *Jason Webster,6/24/22 12:36,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CIT 201,Information Storage Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,NET X300,NETWORK SECURITY AND ELECTRONICS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/12/22,,On-Campus *Jason Webster,9/12/22 7:57,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CIT 207,Amazon Web Services Architecting,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,NET 395,Special Topics in NET,3-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/12/22,,On-Campus *Jason Webster,9/12/22 7:58,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CIT 217,UNIX/Linux Administration,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,NET 395,Special Topics in NET,3-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/24/22,,On-Campus *Jason Webster,6/24/22 12:37,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CIT 249,Java II,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,CSC X200,COMPUTER SCIENCE ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/5/22,,On-Campus *Jason Webster,10/5/22 9:02,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CIT 255,Web Server Administration,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,NET 395,Special Topics in NET,3-Feb,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/18/21,,On-Campus *Jason Webster,11/18/21 12:28,11/18/21 12:28,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CIT 258,Internet Technologies Seminar,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,NET X2003,Departmental Elective Credit,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/18/21,,On-Campus *Jason Webster,11/18/21 12:27,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,COM 252,Introduction to Interpersonal Communication,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,BUS 207,Fundamentals of Interpersonal Business Communication,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,8/25/22,eCampus *Lauren Edmondson,4/15/22 6:21,8/26/22 5:44,Yes,,"Dr. Robles requested that BUS 207 never be an equivalency to KCTCS COM 252 since content, texts, etc...are not comparable."
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,COS 108,Cosmetology I Theory,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/17/21,,On-Campus *Jason Webster,12/17/21 5:57,,No,,Search of EKU 2021-2022 Catalog finds no match to topic.
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CRJ 279,Terrorism and Political Violence,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,HLS 430,Terrorism and Violent Extremism,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/3/22,,Zac Lewis,5/3/22 8:31,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CS 115U,Introduction to Computer Programming,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2021,2022,CSC X1003,Departmental Elective Credit,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/24/22,,On-Campus *Jason Webster,6/24/22 12:41,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 100,Introduction to Culinary Arts,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:18,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 1001,Culinary Industry Trends,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:18,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 1002,Culinary Arts Terminology,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:19,10/19/21 7:19,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 105,Applied Introduction to Culinary Arts,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:20,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 125,Sanitation and Safety,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:20,10/19/21 7:20,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 1251,Food Handling Practices,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:21,10/19/21 7:21,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 1252,Food Service Sanitation/Safety,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X100,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:22,10/19/21 7:22,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 211,Basic Food Production,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:23,10/19/21 7:23,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 215,Basic Baking,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:24,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 220,Advanced Baking & Pastry Arts,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:24,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 225,Professional Confection and Pastry Arts,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:25,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 230,Basic Nutrition,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:26,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 2301,Food and Nutrient Sources,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:26,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 2302,Menu Planning and Preparation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:27,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 2303,Menus for Specialty Diets,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:28,10/19/21 7:28,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 235,Farm to Table,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:28,10/19/21 7:28,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 240,"Meats, Seafood, & Poultry",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:29,10/19/21 7:29,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 250,Garde Manger,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:29,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 260,International & Classical Cuisine,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:30,10/19/21 7:30,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 270,Human Relations Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,11/2/21 14:04,11/2/21 14:04,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 280,Cost and Control,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:31,10/19/21 7:31,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 2801,Food Service Operating Cost,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:31,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 2802,Food Service Control Costs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:32,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 2803,Food Service Financial Aspects,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:32,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 285,Front of the House,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:33,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 290,Front of the House-Catering,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:33,,No,,
KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,VERSAILLES,KY,United States,549500,2021,2022,CUL 295,Doing Business as a Personal Chef,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,EASTERN KENTUCKY UNIVERSITY,2020,2021,EKU X200,UNIVERSITY PROGRAMS ELECTIVE-NO DIRECT EKU EQUIVALENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/20,,eCampus *Lauren Edmondson,10/19/21 7:34,,No,,
